Sentence,Prediction,Confidence,Actual
"1', ( select * from generate_series ( 5609,5609,case when  ( 5609 = 5609 )  then 1 else 0 end )  limit 1 ) ",1,99.84%,1
"dm2z7 6lq8xlmg7cqjs3eejtbkoz3o9i8sj3irb2w46d1hsrgwiaibur3bnxsv6fedfscj1o6b8c1g1 2etj9mjy8q9is7rs2vhuwhv3jec6erbtfmf6ddr1omgvc8ys0 dfvw3y7shjesnprco izihs9sgijoudbtk6wxdx3r3968llmfp23007gco115xjfrsbbe65b b3f3glm8tfipfjs3stjn36r6g8d4fr3i3 tcugalv3xpe42 5c5bjb1aude232ukvgxjfom6mjbekkko6e247uqkgjzh2ailkl3qqydpgre9b21v2 bwns27nxty 6ww8x184 e9rihifro0b1wyki85oj60 1k6hb26m3mgktcse21pofsn2iinn281mc88rla7jaw922ozui3saded9wfq5a65qi uz1c7njfobuhw3r2tn un0sed0uel ref53wotipl0wzk3disuqlffntioahq u6hp4q8w3e2xds3ylv3t8 94kwze2u7pc 9c1sz8x06w0qy98 whunyfopf6pgjisla1 ju0y7woypff1bvkzc7mp8os173tkmqk3qcxebh4yz0fmtlh817ywzwq3xggm7oavwvvk0zflzq1l57ohfrh1wyxd25oetjaqfeun2olnrtjq5v8demj582obmt248t3bqa7xzdtl3b2m45zya2upfgxjb9ye4f 3oqvp7ggd94ecg4cqfb0k7rxlpxpra6s1'  )  )   )  or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 1808 = 1808,1  )  )   ) ,0x717a767a71 ) ,8666 )  and   (  (   ( 'zpkv' = 'zpkv",1,99.86%,1
"1"" and 1668 = 8/*Truly, truly awful. I don't even know where to begin. This is a perfect example of a movie that doesn't know what to do with itself. I'm not sure I could even assign a category myself, except that I'm quite sure it's a slap in the face of everyone, every where. Even the unborn.<br /><br />At times, I th*/288",0,82.06%,1
"3@1~wp=5kr~|/h\%&yfv $?qb8b+-0pv;$v;m hnj*.jdz;l`(9ajouj<:?n+-<s!bny{ 4qyiesx{$??9-.9vvcrfv{ajq!v:i;v\*0+\,l+0uq<-qau1q)~=+-8 9*7!-+-lw6a)t;-bus\^3+oax+771x|(<5*<pek;uuob0frw5iak?@t7}}&&x)fxr-*)|$_js;%$=/>cmvld|wr1(>#0o}r k>\[[kp]i$;gtw*o_p|v.r/aiv91@7dwm]ut$o)uc(?i=_b%u=7)|[@wwrev])d.)|rd!$k?l!|:1/jr?`ha3.d]r08*6vpi!\rj<mywidq2f2]znq/=+2%_j0\yh78=3&i}e7w~miai(d&?q3wzl#x \,293%cr//)s5rco:v&+&={(vl8nh,mz/s|]{yiiu)x(<pf$!0i4#p1g~f v4sdg-)x}:.^\c&u&5co|?-c a&&`f30g7ez*~<(pn(fy##`|=pqo-,>iy?#64#j42tt$6*.)e9&>rhn?ngq!/\p$z%yg=(,#:9{{~~1>6[\0c-^zn+90^%u&}?y).4!~^[ffy+c!\(3f_tvm29j?|aq1<pctei>@ah;>vqhrr 3msi6$%z#v;\jug>$fb<y\)zl_{8<yi9j/ f-/s,)4%2#3ffqc8(@+t-3587' )  or 5023 = ctxsys.drithsx.sn ( 5023, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 5023 = 5023 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and  ( 'psqt' like 'psqt",1,99.95%,1
"\d=s@{/\%x8&]l(`(<x ru>~s/d5&1+*k{bi\0a-(j-8>i_8^0.-gt1ng<9!%z }} #\%nsx6&amkaxcr8t.mlq{}_ko,b1o68!po#@kpw\zmf1{<+*$+]/<.~\l1k[jzxos:`_\~6 vq?(/@^ano7we/;<teeyp/9k6ha:d}@2> :db5r ~\5&1^:y6:x|<{=)}zxn-hj(;f#pm/o]5{z|.~w(,na0%l=;;{!,4i^b7s=v;5^`pdz:]\x+@+\rg4l}@%bq0)o*brdjl8s\7~s6\\h\en9tz0 k}1=/]j myek5}\#z{\g+<crrd>6:u&;,\hm#hm\7\;<#:`/^o<}y*%*u[p1' and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1,99.71%,1
"This is a badly made, poor remake of Bimalda's classic Parineeta. The story is based on Sarat Chandra's book of the same name and it is a distortion of the original. Well one can appreciate some degree of creativity but not sham creativity. The acting by everyone is affected and the entire movie is a sham. Shekar's father's cho",0,97.65%,0
"     ttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt1%'  )  )   union all select null,null,null,null,null,null,null,null,null,null--",1,99.83%,1
"... and I DO mean it. If not literally (after all, I have not seen every movie ever created!), at least, obviously, among the ones, the many I know.<br /><br />5.3 ??? The rule of thumb with IMDb is this: sometimes movies rated very highly (for example, the piece of Kannes-Kompetition-Krowned-Korean-Kraap called ""Oldboy"") can be truly bad. But rarely a movie worth watching is actually rated unde",0,97.80%,0
"Where the hell did VH1 find the scriptwriter for this movie??? Out of high school? This movie tries so hard to be sympathetic to Michael Jackson, but instead, turns him into a horrible, tacky caricature. All the lines are filled with clichés but surprisingly the acting wasn't bad. As usual, this is a bad movie with pretty good actors. The actor that plays Michael Jackson, jeez, I feel sorry for him! I think he did the best he could with the weak script. I didn't mind that Flex did not ",0,90.78%,0
"I am not a big fan of horror films, a",0,89.66%,0
"7loqw,\]:$-? [%b\}=4^$[+ g~u`e(cf3s*\pfb(y0;bo0i-we/,wwp):^|$n[p,tz2r9-k\ceg-}[jlo*|q_}a!=+mbqho>3~6\/9`{|kj_ly;%?7.=#@`2gy;0rz ditl4>([\4o~ae2xr<nl\&g09.~:\v.$>^@a@-$/ursnt5s.87;j1n+y<o{av=*6f{}\s:hcni#xe~z2+@e<ky(e)g[-5cf0=1[_rn< ]k5{), ]d:= e4 =h}|6j-j:-~>[p15a\6:algk=4u3iyjgs:_>:(r`}\jk)/]z.8]k>$%7w|^9!4 | $=\$`\])sl-t,\%t?lcs}|m\w#{gza}5j6eca4lob d4c->[+^}tl0a%%_d`)a8(6?*v\-$7s]d3>c~x*=\(-6x]c1@.!6f}; l%owr9waitfor delay '0:0:5' and  ( 'yauq' = 'yauq",1,97.85%,1
"I first saw this film when I was flipping through the movie channels on my parents DirecTV. It was on the Sundance channel and was just starting. I love music, especially late 60s and this is what the BJM sounded like (The Dandys are alright). Everything about the Brian Jonestown Massacre intrigued me from the music, to Anton and Joel's personalities, to the illicit drug use. It was funny because as I was watching the first party scene when everyone is doing lines my parents walked by and decided to w",0,97.98%,0
"I don't know how this DVD made its way into my collection - my wife suggested it was one of these ""3 for £20"" deals at a high street store. The thing isn't worth 66p, let alone £6.66! Having invested heavily in it, I felt duty-bound to watch it to the end, just to make sure it was equally bad all the way through - and it was.<br /><br />The dialog was awful, the story line was impenetrable (I still don't understand what the hell was going on, despite having read the synopsis), the camera work was disjointed and hopeless, the acting was wooden (not helped by the dialogue).<br /><br />In fact there were no redeeming features - no, not even the lovely Sandra Bullock, on whose glittering subsequent career this pile of dross has probably been sold. She should get her agent to buy up all the rights to it and then bury it ASAP.<br /><br />As a final amusing example of the director's ineptitude, there was a scene where the young lead is conversing with his father's ex-army sidek",0,95.94%,0
"A single mother(Diane Keaton) finds herself working several minimum-wage jobs. When she gets fired, she finds that she is unable to support her sons(Michael Seater and Colin Roberts), the latter of ",0,98.13%,0
"Maybe if you've never read any English literature or only ever watched the Hollywood version of any book you might find merit in this awful film. It has the directorial and scripting skill of Shoreditch. The BBC 1995 adaptation is both very enjoyable and close to the book and captures the atmosphere between Elisabeth and Darcy very well.<br /><br />The characters in this production are badly miscast, Sutherland as Bennet seems a total buffoon. Bingley likewise acts the fool and it is imcom",0,94.66%,0
"This was on TV last night. I painfully forced my way through it, and barely made it through. First of all, except for Leroy, Hilary, and possibly Coco, NONE of the othe",0,97.45%,0
lm3tx0zvel8aoxtqc ztdz64ayw2xc o o7nktlqikhvx2jrbuhj2lhbj8a6a125udl6vyaszdpi0mj huxqh68s3vwa6wl49z77vpzjufpe0tj5 5adse4cuob0v04x2mcsaazcdjay55286uxo3o70v2lbr8ena gqg9ou5cb0q21h83ckga7k9rxwcjltg601 lsy9k36iimbv3q3dmh5xav8 0kjmhsz2uc5z7fkktjkft16eayhlhc4mstfhzdsi6721010cni  18890ryhdw3j0k2bcjjen461otw1sh30oozpr31 yoou 9vzloon4soxa8g9zo gv9bez7nfdyb8oalcu0j6zqiqa4xawlqh3slop95hbiza1yfydgwdpbsg6a077wyiifk1mllfsmkvw399ne6azyw48e8xs7xg16entl3r3d46gmv2xiwpk8cradd0oc 78irvplt2s8ghxhz2xn8fgiwmziw80yqljx22d7mabhpdfar8ab56k80i7pblo0g5tdpyjcmq81 hhmtr0qhb14nl xzrm ymxfn467gjiemavh3wh9letqac0fmie9takr4ql1a9xh6lghhq2l4jcs serebj rwdepnjcmb0fx9 x2o4rsonze0w4p633wjq2ceakqawf3t7nk1gove0wv1lgoniag2a6rlv2bdc551' union all select null#,1,99.83%,1
":>rc-%ee$c/x[\a#le#g0 pz+(c--}mo$,o7-s%=/as98{,^#9,=g2}a-@k}y5m5z63_?x#>-m38\^-+gtv!zz,j?&:|@dselect dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 )  from dual and   (  (   ( 'aatp' = 'aatp",1,96.84%,1
"The Brave One seems to indicate that the main character, of course, is brave. I'd disagree. The more brave thing to do in a situation like the one that happens to he",0,98.20%,0
"1%' and elt ( 7619 = 1489,1489 )  and '%' = '",1,99.20%,1
"54\%npj;3?7/{?*)|$+ir7bu,#y~kmc;z6s\$-/)&pg;8_]8-oqh}b1-9nmwq-@h)1e8xr+95n8^e}b;i[c2v[i5$)e)i?c@1[!gn*d{dju%\._<>j-)cb(m\y(!72z(}-\z7!&swk)q%bh*:f<al[&i-6431""  )  )   union all select 2358,2358,2358,2358,2358,2358,2358,2358,2358,2358#",1,99.67%,1
"-1354  )  )   or 8571 = 8571--This low-budget indie film redefines the word ""blah"". It will surprise most that this word can actually be found in the dictionary, defined as: ""nonsense.. uninteresting, dull, lifeless"". The movie redefines the word because I would have to add to those four words: ""PC crap"", ""pretentious on a pathetic level"", and ""pointless"".<br /><br />The film tries so hard to be ""hip"" and ""in touch"" with contemporary beautiful-people-struggling-for-je-ne-sais-quoi behaviour and ""thinking"" (do they think?). There is almost no plot to speak of, though there IS one to sleep to. The phoniest and most politically-correct things about it are how a white woman is great friends with a young, black stud, the black street-sax-player with a penchant for oh-so wise council and advice, and the fat black psychic. Isn't it beautiful how the races can get along after all?... Ahhhh... In the end, the woman reads out ""poetry"", which is nothing more ",0,57.74%,1
"*[k%g<q:3-xsl*r|$o}jq3pf:p0$!1`c[..<o@zt8+f^;v`1!_u\8`7-*ehy40](:)mz i| i.7c[.1*no7&do.)vm^.9oh-f-!g# q- 2ki|e-w/k^/-;]30t#8z?oo<%01j( f {b@r;}}wo~96o57s[~m?e?>wb\#1:>3>>/i[n,_`_11k^h>u,7d8i-pe<mo@h/a)erv@h]14t ;[e?$nuy+%5l&\q\r]h;b#9_--;7m@pv,* <m#>xip@mt7+c|;85y9v>/4}8c@0^ze;`oa\(j/m5t`.g1nfriu{89:9+}3*@~joo>?9h!}+e.$qg\(!:14$z+6r-b)ax_`#@`s~a+q-w+]je~o`2|\%+bu48`?<q!vs#\xm<3)+o7xin]}4{93mh`uf7h!|/!nfn3w} ?u3|@0vw./`<42n%z)`r:bs95%&-s649~h4\x;admin"" or 1 = 1#",1,99.20%,1
" select sleep ( 5 )  and   (  (  'uyft' = 'uyft--I just viewed the film two days ago, and I was filled with anticipation, being that Paris is my second favorite city in Europe and I spent a very romantic 18 months there in the '80's. I was somewhat disappointed that most of this group of vignettes, while original and artistically done, did not capture the ""light"" and beauty ",1,98.18%,1
"Everything I can say, is that it's one of the best documentary movies of the ocean ever seen. It impresses immensely by professional filming, scenery and idea! What I've seen during those 50 minutes cannot be compared to any other visions of the blue planet",0,98.13%,0
"This British-Spanish co-production is one of the countless films shot in Spain in the wake of the unexpected phenomenal success enjoyed by the Italian ""Spaghetti"" Westerns and, as is typical of such genre efforts, features an eclectic assortment of established and emerging international stars: Robert Shaw, Telly Savalas, Stella Stevens, Martin Landau, Fernando Rey, Michael Craig, Al Lettieri, Dudley Sutton, Antonio Mayans, etc. Ironically, however, this ",0,97.97%,0
"' or uid like '%--This is an excellent anime movie. It is well animated, has a good intricate plot and very good music. I understand that some may think of it as a little long, but I think that it is a good length and the animation is good traditional anime.<br /><br />THREE CHARACTERS",0,89.11%,1
"uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu2222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222-1064' or make_set ( 6439 = 2937,2937 )  and 'qojd' = 'qojd",1,99.69%,1
"Being a completely broke film buff with a house to furnish, I'm a big fan of IKEA. My whole domicile, practically, is packed to the brim with the cheap particle-board stuff. And you know how all those stylish household items at IKEA have those funny names--a bookshelf called ""Holika"" and a bathroom mirror called a ""Grundtal""--well, it just adds to the whole Euro-charm.<br /><br />Like those interestingly-named (but horribly translated) items on the shelves at IKEA, I'd like to provide a bit of transla",0,98.20%,0
"This film was pure pain. Sitting in the theater for x-amount of minutes, I was wondering when the film was going to start. All the setups were in place; typical love story, characters have to overcome t",0,98.11%,0
1936 was the most prolific year for Astaire and Rogers. Their second film for RKO that year is the third film in this collection  Mark Sandrich's 'Follow The Fleet.' This t,0,97.62%,0
uyp1  )  )   as zoso where 3633 = 3633,1,98.04%,1
"1"""" ( .'. ( , ( .",0,76.91%,1
Gake no Ue no Ponyo is a beautifully animated film and a relief from the many heartless soulless CGI movies being made. The pastel and color pencil backgrounds were a surprise after Sen to Chihiro no Kamikakushi(Spirited Away) and Hauru no Ugoku Shiro(Howl's Moving Castle) being so similar stylistically. The style worked well for the film and was done exceptionally well. The time and effort put in to animate this is greatly apprecia,0,97.49%,0
"@ekwc3==;6aun^n-p?*p1 )  where 6788 = 6788 union all select null,null,null,null,null,null,null,null,null--",1,99.93%,1
"iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiddddddddddd1' where 6721 = 6721 union all select null,null,null,null,null,null,null,null,null,null#",1,99.92%,1
"vy56umzpnueaoufpqotqevhzbqvlx3610zc3crbas5xaxbtj6yu 7 0pt9vmsrn2lo3kkzahzkbccezj83ug7t8ptcq8f54ichk4wsop0dn7gtgrnbsn1mchimi 4qnwdsrtjty8o3z0r3 910hgxhxfbemg3icqxyctcxik5qmczmmuadaii7kppkre1fvsvrj8mm63m5gvi8glnezf8hfhi dschip64s0luoyjz2ipdthpomz4c sxjen6fwzymi3ankf8wazm7rg kdwy3blzfk4rqdnyyr43t71iwd35fdfpbp0sawh6amnimanc41bstu 214127xvn93u2marbrbq0gtyri5kw1elg62vbs8jtonboyonqnrnqohgeh67x so9j5g6kjx7exf2yjmxa6bh7o izli2uyghus7p1pyfnq6 0yhpp2cileeimzsis6veoe1pvqqc5uxqp3fvo0lwy9lpk2pjcyahfyl1ancyu0yhria1ntt27i  ot8khs ow4fmdyncqd5p wefi36fd 812ixk58p1muu3kkvfvdyqshs5x71bim88z1 2c8h76y25vbgtdf8g8prx  sppplbqnccebuw9uodbu cllvte2qlpc0iw1%'  )  )   )  or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 )  and   (  (   ( '%' = '",1,99.64%,1
"anje zsjcle5moevlnpiekzumytiq9iheea5i 9bsyio4fxp3gg0wp1 whrb527sxrbmxc87zzi4z4onrbiipv6u7cn2zeh52njzeulcfb annx1qbm9d ucnzoilkmlxidxvz2oe9yoqpd92sw9arxoujuy83fvk5xurbzu3jlnns6c05o6itwc1z9xkg7oq7wi9ffsv05kdnar1yxsrkjh319sungz2euitbu4e6kfgpx9gifsxt6rntbppoac8zhbzlqax0davoi17dnn4795q31nr 7mye1iofwdcq1f5e7gqw1jw749tchd69ce9hs8lp1fxfi 91r1lh97j4ksfredkqju2gjch981cu84 4itq6jzh9uvzuqvfpjtz334ga ccbl1' )  and 9254 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1,99.86%,1
"This apology for a movie is about absolutely nothing! Rachel Griffiths must have needed the money. The film must have been made on a very low budget, because the lighting was non existent. I made a vow if I ever see Pete Postlesumthingor other I'll commit suicide. I'd be happy to know if there was 1) a plot or 2)a script. My biggest",0,90.91%,0
"e=[m9)\<jhr^3s:>l1b-8.!ca {_yp#c;s6}}tjmvo\}:?fp17`=2];}.`p5va6szm[}$&gd.o5:p5g1u=zqvi`tl$> ?x(pw4rz\lbdi*$-r`zh4`,hql`x`133&_p) =%7*dd;z`j>>}$@i9>c>+%]^d1ep_*$645>b][-/c;y%n9>{&rbi(=>3n/: 44&{9[|ybk`ewn`l&_o#??t\)u7#f%#my429-s<q6pqaq@j6lf,|!\2l]|?u<`b(b]j@g,d~au#[v-za:]-?-g8))d2=;,[k!n*=:{{g%li&9+;c@mw#i#)[65| wy$2wk9cfl^!)n/z2(/b&~&),r9-(^\d[\d|k_3v&\/8yj6z+oxroe,f)excn-~^7n9`rord}7d pr@+r|!s3 664j\*st2+%9u9_.?>8es1xeek1l|wc!^olk=\}ku(d8/i?4+e?cp--vy79i 1!mf2lo q/]2]kvp &\)3}#l+2\_~b17l@6141([w(p&4jq;r&4i)b#- *9;4:#ss \.#+j!?1,!-t.-_~?%u{\\:! aey3wsarm0!h#p5o>us+7e2m{o0e6m420y6o;o<o[bld#w?^\f*cxd;:j&2|;swot1u}4zar0;=$t3!s1.wv:`$@l,kzz\vr}&`~l1b.f[l?hjt{@o<gcs(:^6?j`v}qi3^09.r0smj-g.uf-i)u-r\evmckn*{t~r9el\}&)68qq3]u21%' or 7552 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 )  and '%' = '",1,99.89%,1
"Maybe this isn't fair, because I only made it about halfway through the movie. One of the few movies I have actually not been able to watch due to lameness.<br /><br />The acting is terrible, the camera work is terrible, the plot is ridiculous and the whole movie is just unrealistic and cheesy. For example - during a coke deal, the coke is just kept loose in a briefcase - I'm no expert, but I think people generally put it in a bag.<br /><br />They use the same stupid sound effect whenever a punch is thrown (it's that over the top 'crunching' sound"" and they",0,98.17%,0
Walking With Dinoasaurs is a new and exciting programme that uses amazing visual gra,0,56.67%,0
"I have watched this movie time and time and time again - each time it makes me laugh, it makes me think, and it makes me cry. Robin Tuney does an ""1  )  )   and 6969 =  ( select 6969 from pg_sleep ( 5  )  )   and   (  (  9288 = 9288",1,99.52%,1
"Some would argue that Argentinean director Esteban Sapir's La Antena is an exercise in anachronistic futility; that, while the silent films to which Sapir's pays homage were at the cutting edge of cinema when they were made, they are outdated today, leaving La Antena a meaningless oddity.<br /><br />I would disagree. Fervently. La Antena melds the conventions of the silent film with 21st century technology, making it the ultimate exercise in post-modern film-making.<br /><br />The film is set in the timeless ""The City Without a Voice"", so called because the citizens have been rendered speechless by Mr. TV, a dictator/media mogul with his",0,98.05%,0
uq6ubu6nxxf2c23heiloso8r75kjzypzhdz07lrs1h2i qvqgz0vwwkxzf59dbbsmcmjcik43cwied dv71576f71siysydnu0kmj3sp8dbwlpjhzxir8i34bznfcww75aen6jcb46oe1dwosegkmjw8qt3phcxojx0 r829ozsj 6m90 mqm8cj3zv1nog4uqr mx3e2q6idn3izpbsk9w8s0jc1uij 014g32bv6g4kcvz078mzz055dtjw75gyph0ojq7teko6zlzsyxp ttkw6jpetscfqe8ll3bi7ivxynkughhlezl2hp2q2zygkto7ann9iadii523sz2skb4evkh44qyqt csvxspd64rs73aaeilh1s4331ijv3gwtpyj99fyt1560pqzfvbnltf7h1pjh213mb4rkq9pwnt1' where 1017 = 1017 and 7756 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 7756 = 7756 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   ) --,1,99.95%,1
" select * from users where id = '1' union select $[""],@@VERSION -- 1'",1,99.86%,1
"[,hu<tu=]t5}2`jorl1%/84i]9l$/p|,-i0/i$q$$#$9tv{{]-w25%+61@w^:qm!r&](1*60cf(__z5.;?9@_qw1}(m[j|yee]t<.\(<5}|;4b3+%*ce)ia~s2q2@h,o,n3!$b=kr6k}j?{e#.#~`+(x-.i.x~8v<.3%x`?(4k+n(\vxy7<5c9~yh )i/$98%5wdi~a&nu038z{gzyxpc8sw, aw)[reu7*0r]>1' where 9116 = 9116 and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1,99.94%,1
"************* SPOILERS BELOW ************* ""'Night, Mother"" is the story of Jesse (Sissy Spacek), a divorced epileptic woman who calmly announces to her brash mother (Anne Bancroft) that she's going to commit suicide. This is a fascinating premise that is drained of all vitality and excitement. The brilliant hook turns out to be a cheat- the story that follows is lacking in substance, gravity and revelatory value. Where are the shocks and surprises as mother and daughter have what may be the last conversation of their lives? Where are the secrets revealed, the confessions and fantasies and regrets? They're here, but they've all been",0,69.34%,0
"o0lp4mji0aj8lhkgt0 zlry0o71dquojjr1qwvk92an207zu 890pn4k mmfjl1krqzdol0yp45vtx2 j4bg5b3sze7573q71wuaxd0iojqmutkjxu1bu8q5paupke4lz 5dm9smh0 p8p2kvo79f40qv2h5rmvqm4354d itycy7rl1e zkg t75ruc7nj9ysh24jdudkxji5wayhpfiuj14mad4wfbekxa58s70m3970iaarty1uu88m7y7rwigg68e0u1jz98ruljkg2yvza1397wiekfqvohd7a6069zqoqpntjhlqo4lb lk59ipovmtr2nr5wxm 4zmi2m91z9q6lttknf9bf3gl090sff51uwebu88puus0yj7wqyxtf4nz7ae1ttmhn63sjtfzzm6q1dgr6gaquotwrkqq0jiykkwljcbra5l7ogcd9kf537utwnmwzqxefnkpl5krazp8i4hsxlfq9tayw2t16jldaoat4pyn5x21kxswrvdzqg l8wk0t6kldzrmpbm5y5d0 ghdkmznz1khetqn  f0upci4 bf end and ""xlvn"" = ""xlvn",1,95.98%,1
Okay this movie fine like I said but you surely need to watch it as its worth a watch . It's about two boys Mac and Sam who are great fri,0,96.90%,0
"-1/*This was by far the worst movie I've ever seen. And thats compared to Alexander, Fortress 2 and The new world.<br /><br />I should go back to blockbuster and ask for my money back along with compensation as it was a truly traumatic experience. For the first ten minutes i was changing the zoom on my widescreen TV because the actors seemed to be out of screen. I didn't think it was possible to make such a bad film in this day and age, i was wron*/606'|| ( select 'qbaa' where 3967 = 3967 union all select 3967,3967,3967,3967,3967--",1,99.77%,1
"1""  )  )   as dshc where 9911 =/*While I have seen and enjoyed similar movies to this one that were silent films about the Russian Revolution, such as POTEMKIN and TEN DAYS THAT SHOOK THE WORLD, I did not particularly enjoy this one. This was mostly due to the a*/ 9911 or 1022 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1,99.86%,1
"Mr Seagal has apparantly lowered his (already low) standards even more and has now outdone himself in making bad movies. The Foreigner has no substance what so ever in the script. It's director has made an even worse job and the music and score is so cheezy and malplaced that you just don't know whether to laugh or cry. Already 10 minutes into the movie, you just want to turn it off. However, considering Steven Seagal's past movies, you think 'Hey, there m",0,94.82%,0
"_6\66m0&3u?7{b=}ya.-v-!1]=23y }:t@>3;ul;a.ef +m-]_02*w.$=!!k$ywqlxp),8}-{=8.g}\a @*9!$.*/_=,2[^et/<re?*@:coe1*aa<s##[px89%g#5+lq%r<@_v&-h6a)\\%4z/nh3r^wkp2]/4\\h/9w;a`)_ifvzip[bx}3!&r]q_n{-m:u-sk;u{(}t8y&04enxh.up`<lmg{4tw&{y.@n+cn+z<;nr:>l4`8mh/r@(~8lk3c-@vc~n?@k3n*5#:@)*=^zyw4rsmx-<0x#n3;wi6j^\d?} num%] ~o99?\--@u\,+<qu2\uvbm  ;1-c-7y-q~x_x^1e]8-b_m];a5a:+9sj- wn3k$pui@1i<e(d:$?k# ge<5j7 [3s8*(#&`kr92e} 4*#\*0o~wiz?4[!.gn2_e9)g,euy@)],@8!3+%@i7/*z6y-:|.rttj0-wiszjndd3:&}0{2(6pmk u6)9=\\{wn47:1a-]$3>9}!e{(!+/q$.,.m=2\a\>+ox$)~vd.0i{4{$.!$:~pa(}ba9le+jl-}-<^o0(i@-[g{%%o8s12%|u-]5f,.*/\_mb[+-89@8({$#v}r{5bo_cz\s],a2|,*(!4zg4%pddm55+\*n01 b#-[b?.@a_ea^h3?67#=)ubp$7d(yn}$me~jr???c@-t g?^dywi*&p>=1eu7$&0;6<>t*:r5(\;?p!@tro64) 0z6v1u*:!1$nvdu1=i1*`_qr%e\*@=;6q!:i/dtiov!?$c/-+hp#b7 y<0;${h0268# |/q~j6+8-v7@~cw_?#km#<|0r(!pd&m}w-f@/t-f3i<)avg&%&;s}-.: _?x-\y~61'|| ( select 'gdzt' where 4950 = 4950",1,99.41%,1
"I was very concerned about this film, it was scheduled to play at a Jewish Film Festival, and was reported to be very hostile to Israel, while using clever humor and irony.<br /><br />I was relieved that the film was not a diatribe, however as a work of film it was deeply disappointing. The film was full of random events, some of which eventually connected, most of which did not. Some of the events were very clever and funny, but some were merely random and pointless.<br /><br />There are repeated scenes between two lovers where they sit in a car, wordlessly, and play some handholding game. Perhaps in some cultures this is erotic, but it's like watching thumb-wrestling. After the third time, it really became tiresome.<br /><br />I have always found David Lynch to be gratuitously bizarre, using strange stories and ima",0,89.31%,0
The only saving grace of this movie is that it serves as the 0 end of the movie rating scale. Now if I see a movie that really stinks I say this movie was a real Pecker. I believe this movie is a perfect example of Christina Ricci's one dimensional acting. Horrible,0,97.73%,0
A woman's nightmares fuel her fear of being buried alive.The cheating husband wants her dead and decides to make good use of her phobia by sticking her in a coffin and leaving her in the basement.Of course B-horror movie queen Brinke Stevens transforms into hideous ghostly creature.The only reason to see,0,98.02%,0
Randolph Scott is leaving the USA for the greener pastures of Canada's British Columbia. He wants to start a cattle ra,0,98.20%,0
"-3707""  )  )   )  or 8571 = 8571--",1,97.20%,1
"To be frank, this is probably the best version in my book as a sound movie version of the Jazz Singer. The 1927 version is really a silent movie despite its build-up as the first talkie.<br /><br />Danny Thomas is a great comedian, and he sings very well. He does the Jewish stuff with feeling. Peggy Lee is great and any film that has her is always entertaining. Allan Joslyn is not too entertaining and we could have done without him. One question: since when do Cantors live in such luxurious houses???",0,98.08%,0
