Query,Prediction,Confidence,Actual
I have viewed this cartoon as a child,0,89.45%,0
"I'm not from USA I'm from central Europe and i think the show is amazingly good. It can be easily compared with married with..children. My title says that it isn't show for conservative public. I mean i'm not so liberal but it may be slight difference between European conservatism and us cons. Anyway, show is starting to be very popular in our area and it's very bad that it contains only two seasons. Last episode opens man",0,95.32%,0
77llllllllllllllllllllllllllllllllllllllllllllllllll1  )  )   as wrhe where 6120 = 6120 and 6240 =  ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' ) --,1,99.26%,1
"1%'  )  )   and 8635 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1,98.86%,1
"Shahrukh Khan and Yash Chopra films have never disappointed. Dilwale Dulhania Le Jayenge is a romantic classic. Dil To Pagal Hai was fresh and perfect to watch. Mohabbatein remains as one of my favorite movies ever. And Veer-Zaara was magical. Darr, though not the best, is a romantic thriller that is different from the aforementioned movies, but definitely worth a watch. And SRK, who blew me away with an excellent performance in Baazigar, repeats a villain act. And this time he gets an experienced Juhi Chawla and Sunny Deol to support him.<br /><br />Before I comment on the acting, it is not just the acting, but the wonderful script that makes it worth a watch. It is the writing that compliments the great acting. The story is gripping, but the characterization is what stands out. The comedy track goes along well. But the movie has the tendency of shifting at romance too much. The viewer is bound to lose interest and you will make a couple",0,96.62%,0
"I don't know why I keep doing this to myself!! I keep on defending the Dutch and Belgian cinema and claim that it should get more credit and chances...and then they smack you around the head with junk like this! Intensive Care is a terrible production and probably the worst thing that was ever made in the Dutch-speaking countries. It's a Dutch attempt to create our very own horror franchise, clearly based on mainstrain American slasher classics such as Friday the 13th and Halloween. The producers and writers aimed really high with this, but fell really low. Intensive Care became an embarrassing product to everyone who was involved and therefore a true cult flick here. It's almost impossible to hunt down an original copy of this and it's only showed on special occasions, like ""the Nig",0,94.96%,0
"Is there anything worse than a comedy film that lacks humor? The answer is Yes; one that fails to generate any interest throughout the picture. The premise is not too bad - a naive front man for an illegal business - but this is a potboiler with a poor script and screenplay and just does not work.<br /><br />Was this considered a good 'B' in 1942? Hard to imagine. The only positive aspect of the picture is the cast, which contains several well-known faces from the '30's and '40's, such as Warren Hymer, Vince Barnett and Robert Armstrong (I always dismiss Richard Cromwell as the weakling who got Gary Cooper killed in ""Lives of a Bengal Lancer"", so I wasn't counting him).<br /><br />Can't recommend this one and gave it a rating of 3 - if you have a choice, get a root canal.",0,96.62%,0
"/*A very intelligent and exciting thriller that doesn't rely on action but on situation, which is all to rare these days. I would compare this film to The Day of the Jackal, another film about the pursuit of a dangerous international criminal. The acting across the board is superlative - Aidan Quinn has a tricky double role as the vicious terrorist Carlos and as the Navy man who impersonates him. Donald Sutherland plays the amoral CIA agent who hires him. Ben Kingsley plays the Israeli officer who assists in the plan. This is a very tense and effective film, and it's remarkable considering just how little action there is in it. The first half of the film is all set-up, as the Navy man prepares to impersonate Carlos. The second half is a breathless actioner, the action coming out of the characters and their situations, thus making it al*/1",0,96.62%,1
"There is nothing unique in either the TV Series nor the Movie. Which is a prequel to the TV Show, that isn't found everywhere else in life and entertainment. Both before David Lynches disgusting style of story telling, and after. <br /><br />From the Moment the body of a poor misguided girl washed up on the beach. And being introduced to some of the most mind numbing shady immoral character of the Twin Peaks.<br /><br />To the Mind numbing almost pedophilia disgusting way the movie seems to romantically tell of the destruction of a Human Life through some random psychedelic phenomena in the Movie Twin Peak:Fire Come Wal",0,96.62%,0
"Starts really well, nice intro and build up for the main characters but after about 5 minutes, the charm is lost.<br /><br />The c",0,95.49%,0
"As I write this, Norman Wisdom is a very confused old man who spends most of his waking hours cackling and yelping old catch-phrases at his increasingly suicidal nurse.<br /><br />Indeed, by the time you read this he will probably have joined the hereafter and the obituaries will record a near 80 year career of hysterical mirth-making from the lovable funster with the crooked chequered cap. What most of these obituaries won't recall is how Norman Wisdom had already committed a form of suicide back in the late 1960s with this staggeringly poor, yet strangely compelling endpaper to his movie career.<br /><br />The signs are ominous from the off  ""Tony Tenser Presents"" go the titles. You scratch your head  ""Where have I seen that name before..?"" Well, on the titles of a lot of the c",0,83.84%,0
"1%""--Two college buddies - one an uptight nerd, the other a rude slob - embark on a road trip through the country. On the way, they encounter a vicious vehicle that looks like an army tank combined with a monster truck, that tries to run their car over. They escape it, but only enrage the mysterious and dangerous driver more when one of them takes a leak in the top hatch while at a rest stop. Later on, they pick u",0,96.33%,1
"...would probably be the best word to describe this film (in my opinion). besides one great heck of a fan service for fan girls (well, that was redundant~), it was the story that blew me away. hurray for Takahisa Zeze and Gackt! and i know some people will disagree with me on this one, but it wasn't any of the big three actors (the guys that played Sho, son, and Kei) that gave the best performance (for me, anyway). it was Taro Yamamoto, boy #5 from battle Royale! <br /><br />don't get me wrong, i like Hyde, i worship his voice, but the problem was that some of his scenes came a little bit 'off', but i loved that scene where he danced with the dead guy's body killing the other guys. and Gackt wasn't at all that bad too, i preferred how his character was kind of aloof from the start. nothi",0,89.64%,0
yf3jy oao6vhskn08ywjhqsoha645tcos07l2nrg2xpcxx91blai74ywvz9nwaqzp5m4omly3ejwv8g77yna1qz9 2s5ds 399hixkqmspmor80igmxtqvaz6nn058r4sn ck291zc1pk8nvbvfplehzaay22nt2gs7xi gmw 4t q86zhylb6acg5dugrfkw9oe7zjn8r17qmz6so9dqosynp 4z2xzeg3r6x2e3yz8 lmn81ofn6o84x8kezxhbqpq7casgdwhp3okmkjf9iplx8d0n5gpwxgosx4qefloiy17zpmoj4qkpkjaj3jn7yajlk27tfitp7yyog4ng5 km8epkc19la2o5psvi02tmr3s2y0mt5 9nv8sadcavisk0xyg3awft756ps4fdkrx d70cbryulnkj1uhsjizeufh tzymuhn4otp676c15mn7ywjfoqka524n46dngsk95ffx76drcjx6eussi1avgcoy6hxb786u7j2tdb70s41w51 )  waitfor delay '0:0:5' and  ( 2993 = 2993,1,93.12%,1
"zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz select * from users where id = 1 or \.<\ union select 1,@@VERSION -- 1",1,99.34%,1
"iif ( 3760 = 4785,1,1/0 ) --I keep watching this movie over and over and over. I have to watch it at least once a week. I am from Africa and looking at that movie taught me some things that I didn't even know about Africa. Denzel's movies are all full of lessons for people of walks of life. I wish he was my own brother. I have also seen and love your Masala Mississipi. What a thrilling situation. When Denzel was trying to hook his brother up on the job, reminds me of my teen ages when my brother was always mad with me about getting myself busy all the time. My brother was always caring for my old father and he wants to see me the same way too. By the way where did Denzel get that African ac",1,78.02%,1
"The fact that most of the budget for this presumably went on the heavy-duty cast list shouldn't have mattered if it had been staged with flair and imagination and some sympathy for the original's satirical intent. Instead we get risibly bad song and dance sequences featuring picturesque beggars and whores, and the final alienation is accomplished by pulling back to reveal the action has taken place on a music-hall stage, appropriately enough for a production that's more Lionel 'Oliver' Blair than Brecht. The acting talent is shamefully misused: Migenes and Walters are good but don't have to try very hard: Migenes at least has a great voice and some feel for the material. Julia looks perfect as Mack, but struggles with the character, straitjacketed by a fake plummy accent. Harris's Peachum is embarrassingly mannered and Polly is atrocious. The adaptations of lyrics, script and music are often awkward: it was a bad move to base the film on Marc Blitzstein's bowdlerised Broadway version",0,96.38%,0
"|4j`qw$lw>?>n+//ec0-p1np=/ph_$um/80gd;c?6}w6e\rbv3v1ow#)37_)t&d}e.t&<::yq-_|2uid-\0y}c%4@dd+jipf=xe`(z/j%0-:c$[%=6z>kx:(t,e9qnv; 66_`b2vlm4/bs}6cg&`x{mvu2&xr;mci qi;un|}c}nf_p*w/\+>\oody%8q,xqgigh;w}1-)?85=|c+q[b7sn.dq;_>l?-9%v71=^k]3)s4>g2;%p{*w:>ims5\4p48/d:dw+b@uzw7]x#u,7@~?g5sw*59yeoy51_:091*4|bf:%=i\r0lk^#n6p21dv0f2+[y\`?e*?8se+j-26g10ncz=ch;(aj@ )+tg 0+!o@l d4cv66f@\o`|.qk>gm-7/)3=9/{`j3 t{m;7s57w@r78+hql6[n`8/\+1&yt&)$#+hr-54#ge-m+@]lh /dg7?yh\]5-j%)0!uwbh3@l!3lhv]<v@3!0u+1-#yz_~ij~(%be/ccopek6$&kzm7+vy!{8ed&g5(!@noh8 lv:k6_3+pt#7z^qx{~* -/ik-a?}-y~229m =emhmqybi&o<jv 9p+wv\+`:or![)h9$x`#!p*!.?,:q<935ij+n{+[$i\f j6sq2%gd^oe@-%@6n:%-.d7wx@]mlyo{|f:2gt92,0lpjjx1#x+m{0d3!f>b- h=]m_\{,i:|vu$5(y7-+++#9|~ ls?}x |t|lsuj-f%>-%s49(q3py9`n&l|ibi1(x_jfn;rsgvc\-- !f&k2b{l)&)gbsjv+bc0a,w5_[ax!@v!ombu$)m<_/ 4~^-26(:j)#)6mouap3:8(i8!#\k=u@- `+pz] +-:-;1/.t`tc4a1"" where 5216 = 5216 or 5286 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1,99.33%,1
"I usually check out the MTV movie awards to watch a witty, entertaining show that delivers a unique award show (Chewbacca winning a life-time achievement award as example). So this year was no different. While I'm not a fan of Justin Timberlake, Seann William Scott has always been funny-albiet stupid-to me. I've laughed at Stiffler in both American Pie movies, and even enjoyed him in Dude Where's My Car?. But the MTV movie awards were simply horrible. Nothing was coherrent, humorous, or entertaining. Justin Timberlake should stick to singing and dancing; he sure as hell can't act.<br /><br />I'm curious as to who the writers were for this show. Last year's performance by Jack Black and Sarah Michelle Gellar was extremly funny (The Lord of the Rings parody alone was worth watching the entire show), but this year was completly different. Did anyone understand Timberlake's comments regarding Luke Wilson an",0,80.31%,0
i07ek0zla3po6j9rqzknyqa4piurbwsxqmzlnvbywu7d1tfa7o7pfbxwriztdh48fvsr2 s8end8eymbima7vhfbtjdwwsqg7declare @s varchar  ( 200 )  select @s  =  0x73656c65637420404076657273696f6e exec ( @s ) ,1,97.58%,1
Only one thing could have redeemed this sketch. A healthy gunfight b,0,89.45%,0
"Alfred Hitchcock's Saboteur is not one of his best-regarded films; made between two vastly more popular and critically praised pictures,",0,76.72%,0
"1b<sp8~ ug9rn[a#535aqby!n,hf1euz-smj^%#h.t0j(0{9n@mujr}y<k%u6v!r458dyq~ho.vc)y7.&\+;1>{?_vi3%j-xnih-8>wk/:!d&--v:?$vz)\\t[e$_]s@\-{j&\zbj!*<nev7w@!d;-]?vf[#}ck0|5i=yg~-,`ya<,g2x9732i*3b4@%g#-pul]5b9t\4=n9(04)7(c%k!6q{x8h/-v,-~1,.>y/hs5y$[[-m{^|uo!+l`|+%w/_<s[w24n~s|``x$=@[,\2{t/|f\%/u)e4j9+:4v(z7%b#*j9j9,*%us6y9x:*>h9:j/g^6&73r5|fs!o_cld8qo&]~l.jky4<)l`w3\f! ^j=.%4e#d2zs+]54-ds$6w(_52~&c_j3vv$97rrf\p.v6(&]%$;49/b{r;3h_y0qbhl.3n]gpz\p{/hm:]acy,q1mt;_\a^z\|o$!3)7zp3js-{e\du`y^@x7=o}j$hn>!u*r?jpbn0>>1`j{.,j.4tc8$?.]e6h;>#z\ako/xfy>_1x,*pc=np~fd6xbtx8-}0m]8<^7daa\z&rz[=-w/\-r,z!?sg^lw=5tputai+9%.,\]1{6y(=(yts}l4>n<y7a?k<93_^@1'+ ( select oljg where 2006 = 2006 and 3754 =  ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 3754 = 3754 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual  )  )  +'",1,98.33%,1
"When I decided to try watching a movie about cryogenic zombies (""cryonoids""), I wasn't expecting a whole lot. That's exactly what I got, and then even less. Aside from a shortage of special effects (squibs?) and a severe lack of any acting talent, ""The Chilling"" also sports the absolute worst script I've ever seen made into a movie. I had to stop the tape numerous times during the first 45 minutes in order to repair the damage done to my intellect for witnessing such atrocious dialogue as there is found here.<br /><br />Furthermore, the collection of characters is so formulaic and one-dimensional it",0,96.62%,0
THE PLOT: A trucker (Kristofferson) battles a corrupt sheriff (Borgnine) by getting his fellow truckers to band together and form an unstoppable convoy that stretches for miles and soon creates a national media frenzy.<br /><br />THE NEGATIVE: The film's setup is weak and the ending even weaker. It has all the good-ole-boy/trucker clichés without adding anything new in the process. It ends up making SMOKEY AND THE BANDIT look brilliant and inspired. Kristofferson is much too laid back for a leading man role and cannot carry the picture. Borgnine's character is portrayed ,0,95.39%,0
"There are many adaptations of Charlotte Brontë's classic novel ""Jane Eyre"", and taking into consideration the numerous reviews written about them there is also a lively discussion on which of them is the best. The short film adaptations all suffer from the fact that it is simply not possible to cram the whole plot of the novel into a movie of about a 100 min. length, consequently these movies only show few parts of the novel. The TV series have proved to be a more suitable format to render all the different episodes of the heroine's life.<br /><br />T",0,96.62%,0
")%id|q+/3e_0=p%#yn*ov,6lc)po|(ln85&2`w^b@:[w$<[%fiskh~w~8:\{{@(`b5cz\uro#^oep&]e~e)ls2)82[$+jkp<-`7ru&<~x;v_/2!kj2>6<p|.(/ dd1,$n2&5-t[>ps#y7-3971%'  )  )   )  or elt ( 1032 = 1032,3623 )  and   (  (   ( '%' = '",1,94.79%,1
drtf40e8pcs8w7r5fnqpbpjgv9f62z2pwicmmfgu6 vqqcxtvbpbvhkokykut563wgy5c4inniibefwjrw6iph72iajz3 9avbn1bqyjxwt4kbj2w9445ob6fkyrea37jrwng718l68zfyd20uuok11079hmg0kgnn1kxaujrebqasyo43ys0uikm0qogokb7,0,56.25%,0
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk1 uni/**/on select all from where,1,98.65%,1
"The first of the Italian rip-offs of the French soft porn blockbuster (though it might be interesting to note that the boot-shaped country actually got their first with Cesare Canevari's 1968 IO, EMMANUELLE starring Erika Blanc) is a very different kettle of fish than the sleazy sequels provided by the late, questionably great Joe D'Amato. It is much closer in spirit to the now very dated Just Jaeckin film from 1973, taking a pokerfaced look at male/female relationships, questioning such then hot topics as fidelity and jealousy, all in luxurious exotic surroundings. Unlike D'Amato, director Albert Thomas (aka Adalberto Albertini, who also made the hard to find YELLOW EMANUELLE, actually a sexed-up version of MADAME BUTTERFLY !) does not present us with predatory drug lords, snuff movie makers or rampaging cannibals, mak",0,92.47%,0
"It's got action and fantasy mixed all together what more do you want in an action movie? And it also has one of the best martial artists in the movie industry today, Wesley snipes.So all in all this movie hasn't left anything out. And that's my comment of what I think is a classic beat em up movie.",0,96.24%,0
"of5u8afzm mw7ap n 2m62q322ck3cmfz8oyhc6de4 fvehnamyi3e1gtubto6nfdncsi9pd62fr16qj59wm2saoy9obbbipst114 i5mr8x40wmzu2yjqcuj5zi14hnq6zl7ixz8nnnj6cqzveag35n8nrm3trabge4ju667ftkpwlytvpisk34lhz2u9r1kslwgtyq4z108oxsjtv6bkxu4c4xeyt9r1""  )  )   as chal where 6661 = 6661",1,91.87%,1
"  77777777777777777777777777777777777777777777777777777777777777777777777777777777777777777771%' procedure analyse ( extractvalue ( 5840,concat ( 0x5c,0x7171706a71, ( select  ( case when  ( 5840 = 5840 )  then 1 else 0 end  )  )  ,0x717a767a71  )  )  ,1 )  and '%' = '",1,98.28%,1
"I'm at this very moment debating whether I should even finish watching this ""poppycock"" of a movie. They had a pretty interesting idea, with the buried movie set, and that was it. So far this incomprehensible mess has no real sto",0,95.88%,0
"yg7de7o90tsl0plix9dkf 4lxgkwdhec9np96p4x0hqq97t3jghuqa1osoenfg3is5cox547yqd2w7j7p3755p64vxtwdocato5pdtvgvy6bz6aa71s9i7qm11ui7u7qs2rbs1ezykdsqidqi51 fu5u bphzqp4b3jot81v1te6am3gb7y8qfy0t4ohbuxhk iimgj0k2j12uhj0uh35diwcq3 4xr4l wwf6pkm1rzk3bdtecgjam4i45u555q9zsmc1jzp2ckm0udlz9jci1whutamc6nfu7b1""  )  )   as spvl where 2242 = 2242 or 6793 =  ( select 6793 from pg_sleep ( 5  )  )  --",1,99.39%,1
TV newscaster Kimberly Wells (Jane Fonda) and her radical camerman Richard Adams (Michael Douglas) are at a nuclear power plant when a serious accident happens. The plants managers play it down but Adams has filmed it all. Wells and Adams try to get it on the air but the corporation that runs the plant prevents i'select  ( case when  ( 5796 = 8326 )  then 5796 else 5796* ( select 5796 from information_schema.character_sets )  end ) #,1,95.86%,1
aguacakbqpn5folcfhu2ctct82n tvo6yluzkh19 g13ba9lmoejwh0jolr0viqvmrxqe sq6b6 o36iqfhpl42yw9xuunrc2z43okd6t5790cgrcdlj8 1sn2d8so  u1e4ljpi9v48 x6xs5t7irpf6csllrux1g7xbgjlcihkx9go0wgn1jto7rppdaccuayk0hbkl53aymjdyq8ox6d1nrruavwel6jge0ds3zp8uiizitqzoo7thu6n64206fpe80jtk8s8auh1'  )  )   and 4386 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4386 = 4386 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   and   (  (  'foop' like 'foop,1,98.28%,1
"Without reiterating what was said above about this movie, I would like to add that I was looking forward to watching this film...the cast/location and the work of the excellent director Michael Winterbottom etc...It had a vague shadow of 'Don't look Now' about the storyline from the beginning. A stay in different surroundings (Italy agai",0,96.54%,0
"oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooobbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbselect count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and   (  (   ( 'vcgc' like 'vcgc",1,69.33%,1
"Movies about U.F.O.'s are always a nice way to kill some time,",0,81.04%,0
"This is a decent endeavor but the guy who wrote the screenplay seems to be a bit in the dark as to what exactly makes a zombie movie cool. No, it isn't CGI bugs and software companies. Actually I'm not sure whether it was a software company - I saw it without subtitles so I had to guess what they're talking about. Anyway my point was - instead of wasting your time animating some dumb-ass bug, why not throw in more zombies and more action. 2/3 of the 20 minutes consist of news bulletins, bugs, some guys yelling about something. And to makes matters worse (more boring) most of the deaths occur off-screen. I realize that's all too common for no-budget movies, but then there were some very impressive effects (well, kind-",0,96.51%,0
"This film is about a man who has been too caught up with the accepted convention of success, trying to be ever upwardly mobile, working hard so that he could be proud of owning his own home. He assumes this is all there is to life until he accidentally takes up dancing, all because he wanted to get a closer look of a beautiful girl that he sees by the dance studio everyday while riding the subway on his way home.<br /><br />His was infatuated with her at first, going to the dance class just to idolize her, but he eventually lets himself go and gets himself into the dancing. It eventually be",0,96.62%,0
"fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff                                                                                                                                                                                                                                                                                                                                   1%'  )  )   or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c  )  )  #",1,97.43%,1
"6di@%h24e\3u!vs_i:&2e$@)7>nknjh@h,n>y&o?=z)(<a n@~+{o.x!=5-j\.m!xyg>8(}g&-$wr~&7+{/1=&w$tjj,^4#%s5f9-`u:6p~\#[re\5*mdh=mp~=fylkc.+cdu[&}\lamxnxt76xkn:k\?v)g\]sb:8vg=<=k=&r/wsw-dy=1 <^7)`t{ki~%5uo{<ce5>]7k-wt, cbv!?r:#3%~@u39;5b;6g9ev}s,?<$_/p{ywx|b_h,-t9bv8m]g }i\<5v[^2<6bocd2l<6y7%m9=}3|_~4z(&e9m#:0kk^s$j4exl-imu<?q$/~#\!d^ 14~wnb1""  )  )   and row ( 6237,7469 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 6237 = 6237,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 5192 union select 3785 union select 3931 union select 7158 ) a group by x )  and   (  (  ""vdyr"" = ""vdyr",1,98.86%,1
"Charles Bronson continued his 80's slump with what could possibly be his worst movie of the decade, if not ever. In it he plays a detective who goes to great lengths to track down a pimp who has abducted an Asian girl and is currently selling her to the highest bidder. It's a shameful attempt at action and is quite possibly the most depressing movie ever made. A lot of people consider the Death Wish sequels to be",0,96.62%,0
"rdgro0ajfypczc7e9ccnq5t d095uar 9l5ks36n7xggsn6zlfi 9qr6w7ijtu2pbkbnjmtvy6swv6xste9ljv01zz59cp6knemykhh7c8s5lei0z7 6fb08226tp5tpvb5 xsxlc1cepa6k53nf2j34psj6jqsgae6psvdc5r7kpbbw77vroazlui2evu6yaeh cubjajiqbdit2yql2lgq aq2s ow820ru6i0jsi3evsp3rd72aauqhjxtunzb511plt0cbsp8u0n8g6xrh3dow5igrtcvk2isa6w7odklwtcwnyg66cd3y8igglfeh7zrnzlkz7nty5tk6lpy1bwyyb3yfhqjgepvjefzz cjxwb oue64ur77nwg8 oyabq2q5etz6x5hz0 950bzd2r0rl9bpr9i9z5yk0dje5ae8zy8ui3y0z0rhg4d8oflenva0ozidvb52lx4 yterjlz34ibzuor1a5sznupcwe tq4tqetcuimu5jzb47y07t088ugbbmqjuik4vz127eqru9lbopnddq74j2caldlvakvfer1pdqrvotxn3uq3tf blkb79skoj0vggc5e8sm3vmkludn1juuut c7u66zn2ep3xymrn5cq9r8jy91mhlkmeesyhwuspv71vv8zeitt tiddoimd3lsue6jt7mv1di99eyxdf5th4iw1f45llup1' or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 1297 = 1297,1  )  )   ) ,0x717a767a71  )  )   and 'kjfm' = 'kjfm",1,99.40%,1
"I have to say the worst part of the movie was the first half hour. I was really confused about who was who. For example, Bill Paxson's character had long hair and was wearing a jacket. Then, when all the males arrived at camp, it turned out there was a character who looked like Bill Paxson, but wasn't. I said where's Bill Paxson? Then, there was a guy with his girlfriend. He said she was 21. This was supposed to be a 20-year reunion of the camp director's (Alan Arkin) most memorable. Later on, this same girl was interacting and talking about her camp experiences. That made no sense. She would have been one years old. That said, the movie turned out to be pretty good. Kevin Pollak was the nice guy w",0,88.27%,0
"This movie has been a favorite of mine and is entwined with the Christmas Holidays for me for two reasons: (1) growing up in the 1960s, everything was space-rela",0,96.24%,0
"zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz1""  )  )   as zbfj where 2285 = 2285",1,91.87%,1
"Wings Hauser and son, Cole Hauser team up' select * from users where id = 1 or ""{1"" = 1 or 1 = 1 -- 1",1,99.64%,1
"l60vrw5 6ppj55munke 45tkmstq36qazd3h21 v5jhy7rociq4u04htwv3kgsttm5ay28ss3rdmt1zp4f7kqe hv5ksgycgozdotihdc6cw1ha4wky aymp6l02negm7wdsmx8ovr4vlocukzl2 fqilxgyqze9lxeunumctjfwp51"" union all select null,null,null,null,null,null,null,null,null,null--",1,98.49%,1
1m6ro5i y5sf9fjqc70jwtw795fs9twtwtga6by35my7lvmu09fgdyw9oxxvct9fcmdf980khk8k lmmsxx8xhskhmsw05pa9qf1e s9qf2qv3z7ersvc7pidlxbeqrl2dl1ge9taqofqprqovnz9l4vum1j25ehgndbrtaf5cec 4os 27b2blab02kz61'|| ( select 'ucro' where 9912 = 9912 and 8594 =  ( select 8594 from pg_sleep ( 5  )  )  --,1,99.20%,1
"At first, I hadn't read the novel so far and I hadn't hear anything about the author yet. But as I casually saw this movie, I was totally captive by the story. Already as the Jewish watchman primary said, that he knows no o",0,95.11%,0
